target_id,rel_name,k12_name,k12_accession_1,k12_accession_2,rel_product,k12_product,rel_pathways,k12_pathways,rel_reactions,k12_reactions,rel_url,k12_url
ECB_00281,yahL,yahL,b0326,ECK0324,NA,uncharacterized protein YahL,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6191
ECB_04204,yjiM,yjiM,b4335,ECK4326,hypothetical protein,putative dehydratase subunit,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4466,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7932
ECB_02156,yfaA,yfaA,b2230,ECK2222,predicted protein,DUF2138 domain-containing protein YfaA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2364,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11142
ECB_03985,eptA,eptA,b4114,ECK4107,phosphoethanolamine transferase EptA,phosphoethanolamine transferase EptA,NA,NA,RXN-14379,RXN-14379,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4246,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11613
ECB_01152,ycgJ,ycgJ,b1177,ECK1165,predicted protein,PF05666 family protein YcgJ,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1352,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6614
ECB_02144,insA-17,insA9,b4709,ECK4566,IS1 protein InsA,IS1 repressor TnpA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2352,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-16638
ECB_00259,rclB,rclB,b0303,ECK0302,DUF1471 domain-containing protein RclB,DUF1471 domain-containing protein RclB,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-445,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6173
ECB_01921,hisG,hisG,b2019,ECK2014,ATP phosphoribosyltransferase,ATP phosphoribosyltransferase,"superpathway of histidine, purine, and pyrimidine biosynthesis"" // ""histidine biosynthesis","superpathway of histidine, purine, and pyrimidine biosynthesis"" // ""L-histidine biosynthesis",ATPPHOSPHORIBOSYLTRANS-RXN,ATPPHOSPHORIBOSYLTRANS-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2129,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10449
ECB_02070,yohJ,yohJ,b2141,ECK2134,conserved inner membrane protein,PF03788 family membrane protein YohJ,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2277,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12023
ECB_00638,chiP,chiP,b0681,ECK0669,chitobiose outer membrane channel,chitobiose outer membrane channel,NA,NA,TRANS-RXN0-445,TRANS-RXN0-445,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-829,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6370
ECB_01104,ycfP,ycfP,b1108,ECK1094,conserved protein,UPF0227 protein YcfP,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1305,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6568
ECB_00396,queC,queC,b0444,ECK0438,7-cyano-7-deazaguanine synthase,7-cyano-7-deazaguanine synthase,preQ<sub>0</sub> biosynthesis,preQ<sub>0</sub> biosynthesis,RXN-12093,RXN-12093,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-582,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6245
ECB_00251,ecpB,ecpB,b0292,ECK0291,<i>E. coli</i> common pilus chaperone - cryptic,putative fimbrial chaperone EcpB,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-437,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6163
ECB_02548,recX,recX,b2698,ECK2693,RecA inhibitor RecX,RecA inhibitor RecX,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2770,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12080
ECB_02033,ECB_02033,NA,NA,NA,orf,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2240,NA
ECB_02346,eutE,eutE,b2455,ECK2450,acetaldehyde dehydrogenase (acetylating) EutE,acetaldehyde dehydrogenase (acetylating) EutE,"3-phenylpropionate and 3-(3-hydroxyphenyl)propionate degradation"" // ""superpathway of threonine metabolism"" // ""superpathway of purine deoxyribonucleosides degradation"" // ""superpathway of pyrimidine deoxyribonucleosides degradation"" // ""mixed acid fermentation"" // ""2-oxopentenoate degradation"" // ""pyruvate fermentation to ethanol I"" // ""ethanol degradation I"" // ""threonine degradation IV"" // ""2'-deoxy-&alpha;-D-ribose 1-phosphate degradation","superpathway of L-threonine metabolism"" // ""3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation"" // ""superpathway of purine deoxyribonucleosides degradation"" // ""superpathway of pyrimidine deoxyribonucleosides degradation"" // ""ethanol degradation I"" // ""L-threonine degradation IV"" // ""mixed acid fermentation"" // ""2-hydroxypenta-2,4-dienoate degradation"" // ""2-deoxy-&alpha;-D-ribose 1-phosphate degradation"" // ""ethanolamine utilization",ACETALD-DEHYDROG-RXN,ACETALD-DEHYDROG-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2560,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7285
ECB_01021,efeB,efeB,b1019,ECK1009,heme-containing peroxidase/deferrochelatase,heme-containing peroxidase/deferrochelatase,"superpathway of heme biosynthesis from uroporphyrinogen-III"" // ""heme biosynthesis from uroporphyrinogen-III I (aerobic)"" // ""heme biosynthesis from uroporphyrinogen-III II (anaerobic)",NA,PROTOHEMEFERROCHELAT-RXN,PROTOHEMEFERROCHELAT-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1221,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11735
ECB_02968,yqjE,yqjE,b3099,ECK3090,conserved inner membrane protein,inner membrane protein YqjE,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3194,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7613
ECB_04014,yjeI,yjeI,b4144,ECK4138,NA,DUF4156 domain-containing lipoprotein YjeI,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7834
ECB_02737,gcvT,gcvT,b2905,ECK2900,glycine cleavage system,glycine cleavage system,"formylTHF biosynthesis"" // ""glycine cleavage","folate transformations III (<i>E. coli</i>)"" // ""glycine cleavage","GCVMULTI-RXN // GCVP-RXN // ""dihydrolipoyl dehydrogenase"" // GCVT-RXN",GCVMULTI-RXN // GCVP-RXN // RXN-8629 // GCVT-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2961,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11442
ECB_01992,ECB_01992,NA,NA,NA,orf,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2200,NA
ECB_03360,yhiE,gadE,b3512,ECK3496,DNA-binding transcriptional activator,GadE-RcsB DNA-binding transcriptional activator,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3594,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11544
ECB_00960,matP,matP,b0956,ECK0947,macrodomain Ter protein,macrodomain Ter protein,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1159,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12855
ECB_03158,rpsN,rpsN,b3307,ECK3294,ribosome,ribosome,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3393,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10913
ECB_03900,yjbG,yjbG,b4028,ECK4020,capsule biosynthesis GfcC family protein YjbG,capsule biosynthesis GfcC family protein YjbG,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4161,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11925
ECB_01187,prmC,prmC,b1212,ECK1200,GCQD-1387-MONOMER,EG12424-MONOMER,NA,NA,RXN-14992,RXN-14992,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1387,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12424
ECB_01896,yeeO,yeeO,b1985,ECK1980,FMN/FAD exporter,FMN/FAD exporter,NA,NA,TRANS-RXN-272 // TRANS-RXN0-595,TRANS-RXN-272 // TRANS-RXN0-595,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2102,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7070
ECB_03569,ibpB,ibpB,b3686,ECK3678,small heat shock protein IbpB,small heat shock protein IbpB homodimer,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3803,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11535
ECB_00855,ybjC,ybjC,b0850,ECK0841,predicted inner membrane protein,DUF1418 domain-containing protein YbjC,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1053,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12842
ECB_03779,fdoG,fdoG,b3894,ECK3887,formate dehydrogenase O,formate dehydrogenase O,"formate to trimethylamine <i>N</i>-oxide electron transfer"" // ""nitrate reduction III (dissimilatory)"" // ""formate to dimethyl sulfoxide electron transfer","nitrate reduction III (dissimilatory)"" // ""formate to dimethyl sulfoxide electron transfer"" // ""formate to nitrite electron transfer"" // ""formate to trimethylamine <i>N</i>-oxide electron transfer",formate dehydrogenase (menaquinone),formate dehydrogenase (menaquinone),HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4028,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11858
ECB_00219,yafK,ldtF,b0224,ECK0225,conserved protein,"L,D-transpeptidase domain-containing protein LdtF",NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-404,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6108
ECB_01424,narW,narW,b1466,ECK1460,"NarW, probable private chaperone for NarZ nitrate reductase subunit","NarW, putative private chaperone for NarZ nitrate reductase subunit",NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1624,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10645
ECB_01835,yebC,yebC,b1864,ECK1865,conserved protein,putative transcriptional regulator YebC,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2035,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11137
ECB_01677,nlpC,nlpC,b1708,ECK1706,NlpC-putative lipoprotein hydrolase,NlpC/P60 family lipoprotein NlpC,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1877,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11133
ECB_00818,ECB_00818,NA,NA,NA,orf,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1016,NA
ECB_03967,phnM,phnM,b4095,ECK4088,NA,RPnTP hydrolase,NA,"(aminomethyl)phosphonate degradation"" // ""methylphosphonate degradation I",NA,RXN-17955 // RXN0-6733,NA,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10722
ECB_03714,ECB_03714,NA,NA,NA,orf,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3958,NA
ECB_04186,fimD,elfC,b0940,ECK0931,FimD monomer,putative fimbrial usher protein ElfC,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4448,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6482
ECB_01795,yebO,yebO,b1825,ECK1823,predicted protein,uncharacterized protein YebO,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1995,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7001
ECB_01898,nac,nac,b1988,ECK1983,DNA-binding transcriptional dual regulator Nac,DNA-binding transcriptional dual regulator Nac,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2105,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7072
ECB_03588,yidD,yidD,b4557,ECK3697,membrane protein insertion efficiency factor,membrane protein insertion efficiency factor,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3822,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10470
ECB_02130,napB,napB,b2203,ECK2195,periplasmic nitrate reductase,periplasmic nitrate reductase,NA,"nitrate reduction X (dissimilatory, periplasmic)",NITRATE-REDUCTASE-CYTOCHROME-RXN,NITRATE-REDUCTASE-CYTOCHROME-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2338,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12061
ECB_01756,yeaK,yeaK,b1787,ECK1785,mischarged aminoacyl-tRNA deacylase,mischarged aminoacyl-tRNA deacylase,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1956,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6973
ECB_03143,zntR,zntR,b3292,ECK3279,DNA-binding transcriptional activator ZntR,ZntR-Zn<sup>2+</sup> DNA-binding transcriptional activator,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3378,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11969
ECB_03530,ECB_03530,NA,NA,NA,orf,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3764,NA
ECB_00620,insK-2,insK,b3558,ECK3546,IS150 putative transposase,IS150 conserved protein InsB,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-804,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7777
ECB_01690,ECB_01690,yniD,b4535,ECK1719,orf,uncharacterized protein YniD,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1890,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10453
ECB_00914,cmk,cmk,b0910,ECK0901,cytidylate kinase,cytidylate kinase,salvage pathways of pyrimidine ribonucleotides,"superpathway of pyrimidine ribonucleosides salvage"" // ""salvage pathways of pyrimidine ribonucleotides"" // ""CMP phosphorylation"" // ""pyrimidine deoxyribonucleotide phosphorylation",RXN-7913 // RXN-11832,RXN-11832 // RXN-7913,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1113,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11265
ECB_03452,yibH,yibH,b3597,ECK3586,putative membrane protein,inner membrane protein YibH,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3687,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11764
ECB_02950,fadH,fadH,b3081,ECK3071,NA,DIENOYLCOAREDUCT-MONOMER,NA,NA,NA,DIENOYLCOAREDUCT-RXN,NA,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G36
ECB_01638,ydhT,ydhT,b1669,ECK1665,conserved protein,uncharacterized protein YdhT,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1838,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6897
ECB_03551,uhpC,uhpC,b3667,ECK3658,inner membrane protein sensing glucose-6-phosphate,UhpC-glucose-6-P,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3785,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11053
ECB_03385,bcsF,bcsF,b3537,ECK3522,predicted protein,putative cellulose biosynthesis protein BcsF,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3619,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12264
ECB_01169,ycgR,ycgR,b1194,ECK1182,flagellar brake protein YcgR,flagellar brake protein YcgR,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1369,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6623
ECB_01540,ECB_01540,ydfA,b1571,ECK1565,orf,Qin prophage; DUF1391 domain-containing protein YdfA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1738,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11300
ECB_03951,fdhF,fdhF,b4079,ECK4072,"hydrogenase 3"" // ""formate dehydrogenase H","formate dehydrogenase H"" // ""hydrogenase 3","respiration (anaerobic)"" // ""mixed acid fermentation",mixed acid fermentation,FHLMULTI-RXN // RXN0-3281,"FHLMULTI-RXN // ""hydrogenase"" // RXN0-3281",HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4212,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10285
ECB_03290,yhhW,yhhW,b3439,ECK3424,"quercetin 2,3-dioxygenase","quercetin 2,3-dioxygenase",NA,NA,QUERCETIN-23-DIOXYGENASE-RXN,QUERCETIN-23-DIOXYGENASE-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3524,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7756
ECB_01656,ydiJ,ydiJ,b1687,ECK1684,predicted FAD-linked oxidoreductase,putative FAD-linked oxidoreductase,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1856,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6913
ECB_03131,yrdB,yrdB,b3280,ECK3267,conserved protein,DUF1488 domain-containing protein YrdB,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3366,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7697
ECB_01878,uvrC,uvrC,b1913,ECK1912,excision nuclease UvrABC,excision nuclease UvrABC,NA,NA,RXN0-2621,RXN0-2621,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2081,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11063
ECB_03037,rimP,rimP,b3170,ECK3159,ribosome maturation factor RimP,ribosome maturation factor RimP,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3263,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11179
ECB_02114,radD,radD,b2184,ECK2178,putative DNA repair helicase RadD,putative DNA repair helicase RadD,NA,NA,ATPASE-RXN,ATPASE-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2321,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12045
ECB_02952,higB,higB,b3083,ECK3073,HigB-HigA toxin/antitoxin complex and DNA-binding transcriptional repressor,HigB-HigA toxin/antitoxin complex and DNA-binding transcriptional repressor,NA,NA,RXN0-5509,RXN0-5509,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3178,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7602
ECB_00357,secF,secF,b0409,ECK0403,Sec Holo-Translocon,Sec Holo-Translocon,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-543,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10940
ECB_02862,yghT,yghT,b2986,ECK2980,predicted protein with nucleoside triphosphate hydrolase domain,putative ATP-binding protein YghT,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3087,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7552
ECB_00598,ybeF,ybeF,b0629,ECK0622,"predicted DNA-binding transcriptional regulator, LYSR-type",putative LysR-type DNA-binding transcriptional regulator YbeF,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-783,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11594
ECB_02813,ECB_02813,NA,NA,NA,orf,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3038,NA
ECB_02699,xdhA,xdhA,b2866,ECK2862,putative xanthine dehydrogenase,putative xanthine dehydrogenase,"adenosine nucleotides degradation II"" // ""guanosine nucleotides degradation III","guanosine nucleotides degradation III"" // ""adenosine nucleotides degradation II",RXN-7682 // RXN0-901,RXN0-901 // RXN-7682,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2923,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7485
ECB_02781,yggS,yggS,b2951,ECK2946,predicted enzyme,PLP homeostasis protein,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3005,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7527
ECB_02516,lhgO,lhgD,b2660,ECK2654,L-2-hydroxyglutarate oxidase,L-2-hydroxyglutarate dehydrogenase,NA,L-lysine degradation I,RXN0-5364,RXN0-7319,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2733,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12387
ECB_00738,ECB_00738,NA,NA,NA,orf,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-936,NA
ECB_03125,yhdV,yhdV,b3267,ECK3254,predicted outer membrane lipoprotein,lipoprotein YhdV,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3353,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7695
ECB_02710,mocA,mocA,b2877,ECK2873,molybdenum cofactor cytidylyltransferase,molybdenum cofactor cytidylyltransferase,cytidylyl molybdenum cofactor biosynthesis,cytidylyl molybdenum cofactor biosynthesis,RXN0-6254,RXN0-6254,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2934,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7496
ECB_02934,tsaD,tsaD,b3064,ECK3054,N<sup>6</sup>-L-threonylcarbamoyladenine synthase,N<sup>6</sup>-L-threonylcarbamoyladenine synthase,NA,N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis,RXN-14570,RXN-14570,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3159,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11171
ECB_00671,pxpB,pxpB,b0711,ECK0700,5-oxoprolinase,5-oxoprolinase,NA,NA,5-OXOPROLINASE-ATP-HYDROLYSING-RXN,5-OXOPROLINASE-ATP-HYDROLYSING-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-862,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6380
ECB_00896,rarA,rarA,b0892,ECK0883,recombination factor,recombination factor,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1095,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12690
ECB_02623,ygcG,ygcG,b2778,ECK2772,predicted protein,protein YgcG,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2844,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7444
ECB_01138,bluF,bluF,b1163,ECK1150,blue light-responsive regulator of BluR,blue light-responsive regulator of BluR,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1338,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6603
ECB_01513,ybcW,ybcW,b0559,ECK0551,orf,DLP12 prophage; uncharacterized protein YbcW,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1711,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6314
ECB_03519,ECB_03519,NA,NA,NA,putative transcriptional regulator,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3754,NA
ECB_00612,ybeL,ybeL,b0643,ECK0636,conserved protein,DUF1451 domain-containing protein YbeL,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-797,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12851
ECB_03746,dsbA,dsbA,b3860,ECK3852,thiol:disulfide oxidoreductase DsbA,thiol:disulfide oxidoreductase - DsbA<sub>reduced</sub>,NA,"glutathione-glutaredoxin redox reactions"" // ""periplasmic disulfide bond formation",NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3995,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11297
ECB_02501,yfjD,yfjD,b4461,ECK2609,predicted inner membrane protein,putative inner membrane protein,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2718,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12442
ECB_01374,cybB,cybB,b1418,ECK1410,superoxide oxidase,superoxide oxidase,NA,NA,RXN-20148,RXN-20148,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1574,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10172
ECB_01431,yddG,yddG,b1473,ECK1467,amino acid exporter YddG,amino acid exporter YddG,NA,NA,TRANS-RXN0-265,"TRANS-RXN0-537 // TRANS-RXN0-495 // TRANS-RXN0-507 // TRANS-RXN0-514 // TRANS-RXN0-486 // ""<i>O</i>-acetyl-L-serine export"" // TRANS-RXN0-480 // TRANS-RXN0-569 // RXN66-448 // TRANS-RXN0-269 // TRANS-RXN0-512 // ""L-cysteine export"" // TRANS-RXN0-417 // ""transport of cystine"" // ""amino acid export""",HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1631,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12713
ECB_00255,ykgM,ykgM,b0296,ECK0296,putative ribosomal protein,putative ribosomal protein,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-441,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6167
ECB_00517,ECB_00517,NA,NA,NA,orf,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-703,NA
ECB_03935,soxR,soxR,b4063,ECK4055,DNA-binding transcriptional dual regulator SoxR,DNA-binding transcriptional dual regulator SoxR,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4196,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10957
ECB_02396,yfgG,yfgG,b2504,ECK2500,predicted protein,nickel/cobalt stress response protein YfgG,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2610,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7315
ECB_00582,citX,citX,b0614,ECK0607,GCQD-767-MONOMER,G6340-MONOMER,citrate lyase activation,citrate lyase activation,2.7.7.61-RXN,2.7.7.61-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-767,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6340
ECB_01382,ECB_01382,NA,NA,NA,orf,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1582,NA
ECB_01860,motB,motB,b1889,ECK1890,flagellar motor protein MotB,flagellum,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2060,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10602
